experiment_id,campaign_partition,source_healthy_trace_id,assigned_source_partition,included_in_strict_source_disjoint_subset
40359,attack,500,attack,True
40360,validation,514,train,False
40361,train,958,train,True
40362,test,0,test,True
40363,test,541,train,False
40364,validation,951,attack,False
40365,train,470,attack,False
40366,attack,352,train,False
40367,attack,554,train,False
40368,attack,823,attack,True
40369,validation,963,validation,True
40370,test,210,train,False
40371,train,827,attack,False
40372,attack,137,train,False
40373,train,392,train,True
40374,attack,702,test,False
40375,test,111,train,False
40376,train,71,validation,False
40377,train,570,train,True
40378,train,703,train,True
40379,train,666,train,True
40380,train,911,train,True
40381,train,552,train,True
40382,train,55,validation,False
40383,train,919,train,True
40384,train,842,validation,False
40385,validation,857,train,False
40386,test,39,train,False
40387,train,575,attack,False
40388,attack,462,train,False
40389,train,507,attack,False
40390,train,433,test,False
40391,validation,11,train,False
40392,train,573,train,True
40393,test,43,test,True
40394,attack,729,train,False
40395,train,615,train,True
40396,train,608,train,True
40397,test,248,attack,False
40398,train,278,train,True
40399,train,251,attack,False
40400,attack,420,test,False
40401,test,871,validation,False
40402,train,30,train,True
40403,train,8,train,True
40404,train,965,train,True
40405,attack,206,test,False
40406,test,581,train,False
40407,train,964,validation,False
40408,train,397,train,True
40409,train,28,validation,False
40410,train,755,train,True
40411,attack,883,validation,False
40412,train,753,test,False
40413,attack,187,validation,False
40414,train,832,validation,False
40415,train,677,train,True
40416,attack,642,attack,True
40417,test,996,train,False
40418,train,752,train,True
40419,test,817,attack,False
40420,train,234,train,True
40421,train,61,attack,False
40422,train,939,train,True
40423,train,593,train,True
40424,train,316,attack,False
40425,train,415,attack,False
40426,train,191,train,True
40427,attack,378,attack,True
40428,train,649,attack,False
40429,train,930,train,True
40430,train,104,attack,False
40431,attack,874,attack,True
40432,validation,418,train,False
40433,train,238,train,True
40434,train,880,validation,False
40435,train,44,train,True
40436,test,344,attack,False
40437,validation,193,test,False
40438,train,52,train,True
40439,test,198,train,False
40440,train,45,attack,False
40441,train,813,train,True
40442,attack,93,train,False
40443,train,134,train,True
40444,test,954,train,False
40445,train,194,attack,False
40446,train,399,validation,False
40447,test,1002,validation,False
40448,train,543,train,True
40449,test,34,validation,False
40450,train,394,validation,False
40451,train,545,attack,False
40452,attack,274,train,False
40453,train,234,train,True
40454,train,835,train,True
40455,train,322,attack,False
40456,train,523,attack,False
40457,attack,167,train,False
40458,train,768,attack,False
40459,train,449,validation,False
40460,attack,822,validation,False
40461,attack,906,train,False
40462,train,420,test,False
40463,train,750,attack,False
40464,validation,119,attack,False
40465,train,388,attack,False
40466,attack,521,train,False
40467,train,749,train,True
40468,attack,655,validation,False
40469,attack,968,train,False
40470,train,730,attack,False
40471,test,80,attack,False
40472,attack,888,attack,True
40473,train,174,train,True
40474,train,269,train,True
40475,train,356,train,True
40476,train,163,attack,False
40477,train,969,train,True
40478,train,741,train,True
40479,attack,241,train,False
40480,validation,283,train,False
40481,validation,898,train,False
40482,test,157,attack,False
40483,validation,538,train,False
40484,validation,215,train,False
40485,train,289,train,True
40486,train,881,attack,False
40487,train,55,validation,False
40488,train,765,train,True
40489,train,606,validation,False
40490,validation,115,train,False
40491,attack,110,train,False
40492,train,942,test,False
40493,train,588,attack,False
40494,validation,107,train,False
40495,attack,430,train,False
40496,validation,653,test,False
40497,train,509,attack,False
40498,validation,648,train,False
40499,train,517,train,True
40500,train,262,train,True
40501,test,318,validation,False
40502,validation,268,train,False
40503,train,912,attack,False
40504,attack,20,train,False
40505,train,82,train,True
40506,validation,958,train,False
40507,train,716,attack,False
40508,train,483,attack,False
40509,test,448,test,True
40510,train,4,attack,False
40511,attack,530,test,False
40512,validation,760,attack,False
40513,train,585,train,True
40514,train,562,train,True
40515,test,658,attack,False
40516,train,365,test,False
40517,train,173,attack,False
40518,validation,513,attack,False
40519,attack,282,train,False
40520,train,935,train,True
40521,attack,615,train,False
40522,validation,161,train,False
40523,train,233,test,False
40524,validation,352,train,False
40525,test,54,attack,False
40526,train,4,attack,False
40527,train,777,train,True
40528,attack,551,attack,True
40529,train,260,validation,False
40530,train,253,train,True
40531,train,158,train,True
40532,test,965,train,False
40533,train,792,test,False
40534,test,941,attack,False
40535,train,75,validation,False
40536,train,578,attack,False
40537,test,445,train,False
40538,train,517,train,True
40539,attack,491,train,False
40540,attack,173,attack,True
40541,train,931,test,False
40542,train,422,train,True
40543,train,730,attack,False
40544,test,85,train,False
40545,train,907,attack,False
40546,train,802,attack,False
40547,attack,632,train,False
40548,validation,31,validation,True
40549,train,427,attack,False
40550,train,511,attack,False
40551,train,473,attack,False
40552,attack,339,train,False
40553,train,620,attack,False
40554,train,833,train,True
40555,validation,473,attack,False
40556,train,902,train,True
40557,train,612,attack,False
40558,attack,471,train,False
40559,validation,560,train,False
40560,train,945,attack,False
40561,train,586,train,True
40562,test,480,attack,False
40563,train,452,train,True
40564,validation,136,attack,False
40565,validation,147,train,False
40566,train,763,test,False
40567,attack,397,train,False
40568,train,127,attack,False
40569,train,510,train,True
40570,test,131,train,False
40571,train,573,train,True
40572,train,372,train,True
40573,train,762,train,True
40574,attack,1011,attack,True
40575,train,449,validation,False
40576,attack,240,train,False
40577,train,38,attack,False
40578,train,711,train,True
40579,attack,311,attack,True
40580,validation,985,train,False
40581,train,251,attack,False
40582,test,480,attack,False
40583,attack,908,test,False
40584,train,576,train,True
40585,train,717,train,True
40586,attack,776,train,False
40587,test,820,attack,False
40588,test,881,attack,False
40589,validation,15,train,False
40590,test,770,validation,False
40591,train,969,train,True
40592,attack,829,train,False
40593,train,552,train,True
40594,train,451,attack,False
40595,test,475,train,False
40596,train,602,train,True
40597,train,757,train,True
40598,train,920,attack,False
40599,validation,831,train,False
40600,test,966,attack,False
40601,train,40,train,True
40602,validation,892,train,False
40603,validation,755,train,False
40604,train,206,test,False
40605,test,167,train,False
40606,train,746,train,True
40607,train,903,attack,False
40608,test,651,test,True
40609,train,85,train,True
40610,validation,184,train,False
40611,validation,742,train,False
40612,train,554,train,True
40613,attack,814,train,False
40614,test,270,test,True
40615,attack,988,train,False
40616,test,333,test,True
40617,validation,13,attack,False
40618,train,552,train,True
40619,train,794,train,True
40620,attack,616,validation,False
40621,attack,486,validation,False
40622,train,617,train,True
40623,train,760,attack,False
40624,train,908,test,False
40625,train,877,train,True
40626,attack,511,attack,True
40627,train,820,attack,False
40628,train,22,train,True
40629,test,1,train,False
40630,attack,371,attack,True
40631,train,218,attack,False
40632,validation,492,test,False
40633,train,688,train,True
40634,train,5,train,True
40635,attack,88,validation,False
40636,test,899,attack,False
40637,train,12,attack,False
40638,train,655,validation,False
40639,attack,303,train,False
40640,validation,671,validation,True
40641,train,397,train,True
40642,test,514,train,False
40643,validation,477,attack,False
40644,train,503,train,True
40645,validation,984,attack,False
40646,test,882,validation,False
40647,train,811,train,True
40648,train,327,test,False
40649,attack,9,attack,True
40650,validation,550,validation,True
40651,validation,686,train,False
40652,train,589,attack,False
40653,attack,788,attack,True
40654,validation,56,attack,False
40655,train,89,train,True
40656,attack,960,attack,True
40657,validation,291,validation,True
40658,attack,814,train,False
40659,train,324,test,False
40660,attack,52,train,False
40661,train,755,train,True
40662,train,731,train,True
40663,train,271,validation,False
40664,train,748,attack,False
40665,train,305,train,True
40666,train,505,test,False
40667,train,469,train,True
40668,train,634,train,True
40669,attack,222,attack,True
40670,attack,905,train,False
40671,test,958,train,False
40672,attack,993,train,False
40673,train,313,train,True
40674,train,971,train,True
40675,train,50,train,True
40676,train,329,test,False
40677,train,621,test,False
40678,train,581,train,True
40679,train,838,train,True
40680,test,882,validation,False
40681,validation,23,train,False
40682,validation,280,attack,False
40683,train,1012,train,True
40684,test,272,train,False
40685,validation,899,attack,False
40686,train,607,train,True
40687,train,498,train,True
40688,attack,983,attack,True
40689,train,822,validation,False
40690,attack,42,train,False
40691,test,260,validation,False
40692,train,790,train,True
40693,train,19,train,True
40694,train,948,attack,False
40695,test,508,train,False
40696,train,158,train,True
40697,validation,425,train,False
40698,train,145,test,False
40699,test,229,train,False
40700,attack,178,validation,False
40701,attack,582,test,False
40702,train,58,train,True
40703,train,867,train,True
40704,test,327,test,True
40705,validation,495,train,False
40706,train,69,train,True
40707,test,70,validation,False
40708,attack,386,train,False
40709,train,305,train,True
40710,train,262,train,True
40711,train,161,train,True
40712,train,89,train,True
40713,train,103,attack,False
40714,attack,918,attack,True
40715,train,695,train,True
40716,train,520,train,True
40717,validation,328,train,False
40718,attack,874,attack,True
40719,train,602,train,True
40720,train,569,train,True
40721,attack,676,test,False
40722,test,1014,train,False
40723,train,186,train,True
40724,train,512,test,False
40725,validation,302,attack,False
40726,train,328,train,True
40727,attack,927,train,False
40728,attack,644,validation,False
40729,train,972,validation,False
40730,test,84,train,False
40731,train,189,train,True
40732,train,944,test,False
40733,train,66,test,False
40734,train,922,train,True
40735,train,8,train,True
40736,train,916,validation,False
40737,train,19,train,True
40738,attack,12,attack,True
40739,attack,870,train,False
40740,attack,333,test,False
40741,attack,410,train,False
40742,train,883,validation,False
40743,train,186,train,True
40744,train,936,train,True
40745,train,834,train,True
40746,train,383,attack,False
40747,attack,177,train,False
40748,attack,450,train,False
40749,train,168,train,True
40750,train,392,train,True
40751,attack,563,attack,True
40752,train,696,train,True
40753,train,44,train,True
40754,train,178,validation,False
40755,attack,704,train,False
40756,attack,868,train,False
40757,attack,118,train,False
40758,validation,960,attack,False
40759,attack,768,attack,True
40760,train,893,test,False
40761,test,471,train,False
40762,attack,598,attack,True
40763,train,462,train,True
40764,attack,826,test,False
40765,attack,26,validation,False
40766,validation,249,validation,True
40767,test,94,train,False
40768,train,969,train,True
40769,attack,580,attack,True
40770,validation,884,train,False
40771,test,660,attack,False
40772,train,44,train,True
40773,validation,13,attack,False
40774,attack,629,train,False
40775,test,907,attack,False
40776,attack,392,train,False
40777,train,994,train,True
40778,train,565,test,False
40779,train,559,train,True
40780,train,581,train,True
40781,attack,1010,attack,True
40782,train,720,test,False
40783,validation,744,train,False
40784,validation,15,train,False
40785,attack,330,train,False
40786,train,554,train,True
40787,train,660,attack,False
40788,attack,520,train,False
40789,test,525,validation,False
40790,validation,220,validation,True
40791,attack,88,validation,False
40792,train,219,train,True
40793,test,2,attack,False
40794,train,413,train,True
40795,test,463,train,False
40796,test,358,attack,False
40797,train,58,train,True
40798,train,638,attack,False
40799,train,127,attack,False
40800,validation,923,train,False
40801,test,258,train,False
40802,attack,603,train,False
40803,attack,819,attack,True
40804,attack,13,attack,True
40805,train,576,train,True
40806,train,848,train,True
40807,test,268,train,False
40808,train,561,train,True
40809,train,852,train,True
40810,test,46,test,True
40811,attack,163,attack,True
40812,attack,124,validation,False
40813,train,765,train,True
40814,train,757,train,True
40815,validation,519,attack,False
40816,train,523,attack,False
40817,attack,872,train,False
40818,attack,495,train,False
40819,train,154,train,True
40820,train,763,test,False
40821,train,34,validation,False
40822,train,732,attack,False
40823,train,172,train,True
40824,attack,350,train,False
40825,train,136,attack,False
40826,train,741,train,True
40827,validation,904,train,False
40828,train,860,attack,False
40829,attack,945,attack,True
40830,attack,865,validation,False
40831,train,851,train,True
40832,test,726,train,False
40833,validation,439,test,False
40834,attack,3,validation,False
40835,validation,751,validation,True
40836,train,970,attack,False
40837,train,805,validation,False
40838,train,119,attack,False
40839,train,486,validation,False
40840,test,133,train,False
40841,attack,265,train,False
40842,attack,307,test,False
40843,train,96,train,True
40844,test,353,train,False
40845,attack,563,attack,True
40846,attack,938,train,False
40847,train,750,attack,False
40848,attack,334,test,False
40849,train,858,train,True
40850,validation,490,attack,False
40851,attack,0,test,False
40852,attack,882,validation,False
40853,train,392,train,True
40854,train,74,attack,False
40855,validation,125,train,False
40856,train,898,train,True
40857,attack,448,test,False
40858,attack,388,attack,True
40859,validation,364,train,False
40860,train,215,train,True
40861,train,212,attack,False
40862,attack,244,train,False
40863,validation,774,attack,False
40864,train,992,attack,False
40865,validation,965,train,False
40866,test,929,train,False
40867,train,407,train,True
40868,attack,407,train,False
40869,train,90,attack,False
40870,train,515,train,True
40871,train,56,attack,False
40872,train,920,attack,False
40873,attack,833,train,False
40874,train,896,train,True
40875,train,811,train,True
40876,attack,325,attack,True
40877,train,596,train,True
40878,validation,789,test,False
40879,train,714,attack,False
40880,attack,321,train,False
40881,train,825,train,True
40882,attack,789,test,False
40883,train,436,validation,False
40884,train,904,train,True
40885,train,418,train,True
40886,attack,268,train,False
40887,train,946,train,True
40888,train,529,train,True
40889,train,442,train,True
40890,train,788,attack,False
40891,validation,891,train,False
40892,test,49,validation,False
40893,attack,555,validation,False
40894,train,659,train,True
40895,train,511,attack,False
40896,train,630,train,True
40897,train,38,attack,False
40898,train,742,train,True
40899,train,110,train,True
40900,train,645,train,True
40901,train,645,train,True
40902,attack,62,train,False
40903,test,410,train,False
40904,train,575,attack,False
40905,train,723,train,True
40906,train,571,validation,False
40907,train,266,test,False
40908,train,448,test,False
40909,attack,594,train,False
40910,train,688,train,True
40911,train,975,train,True
40912,train,578,attack,False
40913,train,558,train,True
40914,attack,977,test,False
40915,attack,203,train,False
40916,train,599,train,True
40917,validation,604,train,False
40918,validation,454,test,False
40919,train,79,validation,False
40920,train,300,validation,False
40921,attack,622,train,False
40922,test,83,validation,False
40923,attack,18,train,False
40924,train,900,train,True
40925,test,587,attack,False
40926,validation,201,attack,False
40927,train,410,train,True
40928,validation,169,test,False
40929,train,495,train,True
40930,train,886,attack,False
40931,attack,396,train,False
40932,train,80,attack,False
40933,train,821,validation,False
40934,test,256,train,False
40935,train,516,test,False
40936,attack,65,train,False
40937,test,150,train,False
40938,attack,362,train,False
40939,attack,167,train,False
40940,train,650,attack,False
40941,train,227,train,True
40942,attack,1021,train,False
40943,test,272,train,False
40944,attack,839,train,False
40945,train,563,attack,False
40946,train,569,train,True
40947,train,96,train,True
40948,attack,726,train,False
40949,train,284,train,True
40950,train,887,validation,False
40951,attack,612,attack,True
40952,train,232,test,False
40953,validation,515,train,False
40954,attack,815,train,False
40955,train,88,validation,False
40956,attack,744,train,False
40957,attack,365,test,False
40958,train,988,train,True
40959,attack,27,attack,True
40960,train,542,validation,False
40961,train,930,train,True
40962,validation,458,attack,False
40963,train,434,attack,False
40964,train,264,validation,False
40965,train,770,validation,False
40966,train,158,train,True
40967,train,1012,train,True
40968,attack,895,train,False
40969,train,282,train,True
40970,train,198,train,True
40971,test,732,attack,False
40972,attack,251,attack,True
40973,attack,1009,validation,False
40974,train,634,train,True
40975,train,631,test,False
40976,train,870,train,True
40977,train,127,attack,False
40978,train,388,attack,False
40979,train,796,attack,False
40980,validation,271,validation,True
40981,validation,494,attack,False
40982,attack,358,attack,True
40983,train,924,attack,False
40984,test,837,train,False
40985,test,1019,validation,False
40986,test,906,train,False
40987,train,243,attack,False
40988,train,655,validation,False
40989,attack,687,validation,False
40990,train,734,attack,False
40991,test,529,train,False
40992,validation,686,train,False
40993,test,664,train,False
40994,train,777,train,True
40995,train,948,attack,False
40996,attack,745,train,False
40997,train,325,attack,False
40998,train,743,train,True
40999,train,549,train,True
41000,train,745,train,True
41001,train,264,validation,False
41002,train,212,attack,False
41003,train,24,validation,False
41004,train,543,train,True
41005,test,159,train,False
41006,validation,717,train,False
41007,train,512,test,False
41008,train,1002,validation,False
41009,test,179,test,True
41010,validation,863,train,False
41011,train,268,train,True
41012,train,242,train,True
41013,train,447,attack,False
41014,attack,865,validation,False
41015,attack,955,train,False
41016,train,456,attack,False
41017,test,881,attack,False
41018,train,41,attack,False
41019,test,14,train,False
41020,train,673,test,False
41021,train,483,attack,False
41022,train,383,attack,False
41023,train,968,train,True
41024,attack,255,train,False
41025,test,291,validation,False
41026,test,629,train,False
41027,attack,910,test,False
41028,train,657,attack,False
41029,test,659,train,False
41030,train,689,train,True
41031,validation,601,train,False
41032,attack,733,train,False
41033,attack,139,test,False
41034,train,992,attack,False
41035,train,542,validation,False
41036,train,444,test,False
41037,train,677,train,True
41038,train,588,attack,False
41039,test,590,train,False
41040,test,102,train,False
41041,train,215,train,True
41042,attack,752,train,False
41043,attack,223,train,False
41044,train,252,attack,False
41045,train,817,attack,False
41046,test,903,attack,False
41047,validation,684,validation,True
41048,attack,41,attack,True
41049,train,23,train,True
41050,train,57,train,True
41051,train,424,train,True
41052,train,873,test,False
41053,attack,757,train,False
41054,train,217,test,False
41055,attack,28,validation,False
41056,test,978,train,False
41057,train,26,validation,False
41058,train,235,validation,False
41059,validation,435,validation,True
41060,train,970,attack,False
41061,attack,841,train,False
41062,attack,983,attack,True
41063,train,738,validation,False
41064,attack,585,train,False
41065,test,886,attack,False
41066,test,79,validation,False
41067,test,914,test,True
41068,test,743,train,False
41069,attack,515,train,False
41070,test,541,train,False
41071,train,977,test,False
41072,attack,647,train,False
41073,train,117,test,False
41074,attack,22,train,False
41075,train,466,attack,False
41076,validation,656,test,False
41077,train,682,train,True
41078,attack,1011,attack,True
41079,attack,275,train,False
41080,train,470,attack,False
41081,train,736,attack,False
41082,test,837,train,False
41083,train,447,attack,False
41084,train,477,attack,False
41085,test,867,train,False
41086,train,687,validation,False
41087,train,821,validation,False
41088,train,950,test,False
41089,train,772,validation,False
41090,validation,772,validation,True
41091,test,234,train,False
41092,train,471,train,True
41093,train,247,validation,False
41094,train,198,train,True
41095,train,297,train,True
41096,test,422,train,False
41097,train,448,test,False
41098,attack,27,attack,True
41099,train,372,train,True
41100,train,854,validation,False
41101,test,563,attack,False
41102,validation,772,validation,True
41103,test,575,attack,False
41104,train,769,attack,False
41105,validation,313,train,False
41106,attack,579,train,False
41107,train,72,train,True
41108,test,778,train,False
41109,test,738,validation,False
41110,train,837,train,True
41111,validation,44,train,False
41112,attack,496,test,False
41113,test,73,attack,False
41114,attack,863,train,False
41115,validation,294,train,False
41116,attack,488,train,False
41117,attack,445,train,False
41118,train,27,attack,False
41119,attack,651,test,False
41120,attack,457,attack,True
41121,train,51,train,True
41122,train,199,validation,False
41123,attack,146,train,False
41124,train,528,attack,False
41125,validation,447,attack,False
41126,attack,430,train,False
41127,attack,650,attack,True
41128,train,8,train,True
41129,test,312,train,False
41130,train,984,attack,False
41131,train,31,validation,False
41132,train,214,attack,False
41133,attack,83,validation,False
41134,validation,972,validation,True
41135,validation,406,validation,True
41136,train,99,train,True
41137,attack,769,attack,True
41138,attack,852,train,False
41139,attack,800,train,False
41140,train,74,attack,False
41141,attack,679,train,False
41142,train,369,train,True
41143,train,696,train,True
41144,train,72,train,True
41145,test,584,train,False
41146,validation,25,train,False
41147,train,260,validation,False
41148,train,478,train,True
41149,validation,613,train,False
41150,train,823,attack,False
41151,test,708,train,False
41152,train,738,validation,False
41153,train,93,train,True
41154,attack,696,train,False
41155,test,240,train,False
41156,train,402,validation,False
41157,test,116,train,False
41158,test,274,train,False
41159,train,185,attack,False
41160,train,468,validation,False
41161,train,40,train,True
41162,train,255,train,True
41163,train,156,attack,False
41164,test,916,validation,False
41165,test,770,validation,False
41166,attack,460,attack,True
41167,train,489,train,True
41168,train,171,test,False
41169,train,6,attack,False
41170,train,826,test,False
41171,train,214,attack,False
41172,test,1021,train,False
41173,validation,77,test,False
41174,attack,771,attack,True
41175,train,633,test,False
41176,train,967,train,True
41177,attack,873,test,False
41178,train,908,test,False
41179,train,151,attack,False
41180,train,889,attack,False
41181,attack,201,attack,True
41182,test,778,train,False
41183,train,41,attack,False
41184,test,64,attack,False
41185,test,788,attack,False
41186,train,290,test,False
41187,train,947,train,True
41188,attack,155,train,False
41189,attack,415,attack,True
41190,train,82,train,True
41191,train,817,attack,False
41192,validation,344,attack,False
41193,train,1021,train,True
41194,train,775,train,True
41195,attack,963,validation,False
41196,train,746,train,True
41197,train,1016,train,True
41198,train,552,train,True
41199,train,631,test,False
41200,attack,153,train,False
41201,validation,89,train,False
41202,train,162,train,True
41203,validation,788,attack,False
41204,train,393,attack,False
41205,test,346,train,False
41206,train,542,validation,False
41207,attack,149,train,False
41208,test,27,attack,False
41209,attack,1020,train,False
41210,train,287,attack,False
41211,train,717,train,True
41212,train,658,attack,False
41213,train,162,train,True
41214,train,214,attack,False
41215,train,983,attack,False
41216,validation,917,validation,True
41217,attack,690,train,False
41218,attack,184,train,False
41219,validation,772,validation,True
41220,attack,463,train,False
41221,attack,471,train,False
41222,train,540,attack,False
41223,test,236,attack,False
41224,test,750,attack,False
41225,train,449,validation,False
41226,train,54,attack,False
41227,train,563,attack,False
41228,attack,204,train,False
41229,train,511,attack,False
41230,validation,462,train,False
41231,test,7,train,False
41232,train,384,validation,False
41233,validation,642,attack,False
41234,train,933,attack,False
41235,test,844,train,False
41236,attack,807,test,False
41237,attack,167,train,False
41238,train,765,train,True
41239,validation,487,attack,False
41240,train,878,train,True
41241,train,456,attack,False
41242,train,811,train,True
41243,train,748,attack,False
41244,attack,517,train,False
41245,test,804,train,False
41246,train,90,attack,False
41247,attack,359,train,False
41248,train,585,train,True
41249,train,86,validation,False
41250,validation,260,validation,True
41251,test,586,train,False
41252,train,295,train,True
41253,attack,688,train,False
41254,attack,943,test,False
41255,train,473,attack,False
41256,train,647,train,True
41257,test,323,train,False
41258,test,774,attack,False
41259,validation,68,train,False
41260,train,492,test,False
41261,train,419,train,True
41262,attack,177,train,False
41263,train,202,train,True
41264,attack,10,train,False
41265,attack,83,validation,False
41266,train,886,attack,False
41267,test,230,attack,False
41268,train,821,validation,False
41269,train,335,train,True
41270,train,146,train,True
41271,train,419,train,True
41272,validation,907,attack,False
41273,train,186,train,True
41274,train,959,attack,False
41275,train,974,validation,False
41276,train,46,test,False
41277,train,26,validation,False
41278,train,135,train,True
41279,test,1008,train,False
41280,test,517,train,False
41281,train,396,train,True
41282,train,142,test,False
41283,attack,183,train,False
41284,attack,280,attack,True
41285,train,53,test,False
41286,attack,846,attack,True
41287,train,280,attack,False
41288,train,1013,validation,False
41289,attack,404,attack,True
41290,attack,524,train,False
41291,attack,11,train,False
41292,train,399,validation,False
41293,train,124,validation,False
41294,attack,366,validation,False
41295,test,647,train,False
41296,test,922,train,False
41297,train,1017,attack,False
41298,train,104,attack,False
41299,attack,902,train,False
41300,train,711,train,True
41301,test,185,attack,False
41302,train,271,validation,False
41303,attack,297,train,False
41304,train,482,train,True
41305,test,420,test,True
41306,train,833,train,True
41307,attack,754,attack,True
41308,validation,636,validation,True
41309,test,482,train,False
41310,train,180,train,True
41311,attack,331,attack,True
41312,train,21,test,False
41313,attack,639,train,False
41314,test,659,train,False
41315,train,723,train,True
41316,test,432,attack,False
41317,validation,110,train,False
41318,validation,20,train,False
41319,test,751,validation,False
41320,train,910,test,False
41321,attack,678,train,False
41322,train,711,train,True
41323,attack,289,train,False
41324,attack,852,train,False
41325,validation,175,attack,False
41326,test,940,train,False
41327,train,588,attack,False
41328,train,706,train,True
41329,attack,64,attack,True
41330,attack,24,validation,False
41331,validation,389,train,False
41332,attack,263,validation,False
41333,train,28,validation,False
41334,attack,519,attack,True
41335,train,790,train,True
41336,train,96,train,True
41337,attack,308,test,False
41338,train,224,test,False
41339,test,166,test,True
41340,train,981,attack,False
41341,train,527,attack,False
41342,train,92,attack,False
41343,train,520,train,True
41344,validation,857,train,False
41345,attack,240,train,False
41346,attack,211,attack,True
41347,train,346,train,True
41348,train,278,train,True
41349,attack,273,train,False
41350,attack,601,train,False
41351,train,303,train,True
41352,test,398,attack,False
41353,train,922,train,True
41354,train,869,attack,False
41355,attack,1004,test,False
41356,train,1019,validation,False
41357,attack,58,train,False
41358,train,633,test,False
41359,attack,886,attack,True
41360,train,577,attack,False
41361,train,758,train,True
41362,train,399,validation,False
41363,attack,338,attack,True
41364,train,754,attack,False
41365,attack,564,train,False
41366,train,515,train,True
41367,attack,259,train,False
41368,train,81,train,True
41369,attack,295,train,False
41370,train,1023,train,True
41371,train,916,validation,False
41372,attack,172,train,False
41373,train,566,train,True
41374,validation,210,train,False
41375,attack,646,train,False
41376,attack,474,train,False
41377,attack,20,train,False
41378,train,433,test,False
41379,attack,959,attack,True
41380,test,270,test,True
41381,train,751,validation,False
41382,attack,851,train,False
41383,train,156,attack,False
41384,attack,369,train,False
41385,attack,40,train,False
41386,train,773,train,True
41387,attack,89,train,False
41388,validation,310,train,False
41389,attack,525,validation,False
41390,validation,120,attack,False
41391,train,823,attack,False
41392,validation,467,train,False
41393,test,1023,train,False
41394,test,954,train,False
41395,attack,539,train,False
41396,train,901,test,False
41397,train,73,attack,False
41398,train,268,train,True
41399,test,100,test,True
41400,train,710,train,True
41401,validation,675,validation,True
41402,train,135,train,True
41403,train,162,train,True
41404,attack,965,train,False
41405,attack,939,train,False
41406,validation,290,test,False
41407,train,709,train,True
41408,train,276,train,True
41409,train,160,train,True
41410,train,44,train,True
41411,attack,285,train,False
41412,train,921,train,True
41413,validation,230,attack,False
41414,train,807,test,False
41415,validation,234,train,False
41416,train,899,attack,False
41417,train,886,attack,False
41418,test,564,train,False
41419,validation,282,train,False
41420,train,173,attack,False
41421,train,455,validation,False
41422,train,406,validation,False
41423,attack,505,test,False
41424,attack,116,train,False
41425,attack,601,train,False
41426,test,917,validation,False
41427,train,557,train,True
41428,validation,538,train,False
41429,attack,262,train,False
41430,train,467,train,True
41431,attack,924,attack,True
41432,train,434,attack,False
41433,attack,981,attack,True
41434,validation,598,attack,False
41435,train,935,train,True
41436,train,591,train,True
41437,test,470,attack,False
41438,train,166,test,False
41439,train,179,test,False
41440,train,505,test,False
41441,attack,448,test,False
41442,test,924,attack,False
41443,attack,540,attack,True
41444,attack,82,train,False
41445,attack,271,validation,False
41446,train,287,attack,False
41447,validation,763,test,False
41448,attack,805,validation,False
41449,attack,292,attack,True
41450,train,830,attack,False
41451,train,463,train,True
41452,train,544,train,True
41453,attack,636,validation,False
41454,train,713,attack,False
41455,test,903,attack,False
41456,train,251,attack,False
41457,train,532,train,True
41458,attack,897,train,False
41459,validation,525,validation,True
41460,train,744,train,True
41461,train,64,attack,False
41462,attack,745,train,False
41463,attack,372,train,False
41464,train,445,train,True
41465,validation,561,train,False
41466,train,40,train,True
41467,validation,265,train,False
41468,train,696,train,True
41469,train,383,attack,False
41470,train,837,train,True
41471,train,730,attack,False
41472,train,552,train,True
41473,validation,257,train,False
41474,train,422,train,True
41475,train,705,attack,False
41476,attack,307,test,False
41477,attack,462,train,False
41478,attack,1021,train,False
41479,train,654,validation,False
41480,train,68,train,True
41481,train,994,train,True
41482,train,771,attack,False
41483,test,855,train,False
41484,test,81,train,False
41485,train,763,test,False
41486,train,149,train,True
41487,train,608,train,True
41488,train,252,attack,False
41489,attack,651,test,False
41490,train,518,train,True
41491,train,891,train,True
41492,test,596,train,False
41493,attack,20,train,False
41494,train,829,train,True
41495,train,446,train,True
41496,validation,393,attack,False
41497,attack,958,train,False
41498,train,286,train,True
41499,train,401,validation,False
41500,train,129,test,False
41501,train,307,test,False
41502,test,853,train,False
41503,attack,966,attack,True
41504,validation,159,train,False
41505,attack,395,attack,True
41506,train,136,attack,False
41507,train,923,train,True
41508,train,209,validation,False
41509,train,592,train,True
41510,train,108,train,True
41511,attack,735,train,False
41512,train,48,attack,False
41513,validation,252,attack,False
41514,train,834,train,True
41515,test,459,attack,False
41516,train,599,train,True
41517,train,672,train,True
41518,attack,497,train,False
41519,train,672,train,True
41520,attack,936,train,False
41521,attack,570,train,False
41522,test,533,train,False
41523,train,155,train,True
41524,train,932,validation,False
41525,train,496,test,False
41526,attack,301,train,False
41527,train,677,train,True
41528,validation,292,attack,False
41529,train,404,attack,False
41530,test,135,train,False
41531,train,599,train,True
41532,train,717,train,True
41533,train,58,train,True
41534,attack,717,train,False
41535,validation,84,train,False
41536,test,96,train,False
41537,train,879,validation,False
41538,validation,1011,attack,False
41539,train,199,validation,False
41540,train,530,test,False
41541,train,12,attack,False
41542,train,1005,train,True
41543,attack,404,attack,True
41544,train,302,attack,False
